date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
09:29:26	69009/69009	---M--	200	added ('OK')	image/png	etag:%22635bd3fb-10d91%22	https://iteck-html.themescamp.com/assets/img/header/header5_page.png	C:/Files/Work/landing%20page%20templates/iteck/iteck-html.themescamp.com/assets/img/header/header5_page.png	(from https://iteck-html.themescamp.com/home-saas-technology.html)
09:29:26	14876/14876	---M--	200	added ('OK')	image/png	etag:%22635bd3fb-3a1c%22	https://iteck-html.themescamp.com/assets/img/header/header5_piechart.png	C:/Files/Work/landing%20page%20templates/iteck/iteck-html.themescamp.com/assets/img/header/header5_piechart.png	(from https://iteck-html.themescamp.com/home-saas-technology.html)
09:29:27	184359/184359	---M--	200	added ('OK')	image/png	etag:%22635bd3fb-2d027%22	https://iteck-html.themescamp.com/assets/img/header/header5_handl.png	C:/Files/Work/landing%20page%20templates/iteck/iteck-html.themescamp.com/assets/img/header/header5_handl.png	(from https://iteck-html.themescamp.com/home-saas-technology.html)
09:29:28	162244/162244	---M--	200	added ('OK')	image/png	etag:%22635bd3fb-279c4%22	https://iteck-html.themescamp.com/assets/img/header/header5_handr.png	C:/Files/Work/landing%20page%20templates/iteck/iteck-html.themescamp.com/assets/img/header/header5_handr.png	(from https://iteck-html.themescamp.com/home-saas-technology.html)
09:29:28	4810/4810	---M--	200	added ('OK')	image/png	etag:%22635bd3fc-12ca%22	https://iteck-html.themescamp.com/assets/img/icons/code3d.png	C:/Files/Work/landing%20page%20templates/iteck/iteck-html.themescamp.com/assets/img/icons/code3d.png	(from https://iteck-html.themescamp.com/home-saas-technology.html)
09:29:29	6939/6939	---M--	200	added ('OK')	image/png	etag:%22635bd3fc-1b1b%22	https://iteck-html.themescamp.com/assets/img/icons/price3d.png	C:/Files/Work/landing%20page%20templates/iteck/iteck-html.themescamp.com/assets/img/icons/price3d.png	(from https://iteck-html.themescamp.com/home-saas-technology.html)
09:29:29	3914/3914	---M--	200	added ('OK')	image/png	etag:%22635bd3fc-f4a%22	https://iteck-html.themescamp.com/assets/img/icons/message3d.png	C:/Files/Work/landing%20page%20templates/iteck/iteck-html.themescamp.com/assets/img/icons/message3d.png	(from https://iteck-html.themescamp.com/home-saas-technology.html)
09:29:29	14699/14699	---M--	200	added ('OK')	image/png	etag:%22635bd3fb-396b%22	https://iteck-html.themescamp.com/assets/img/about/about_s5_1_1.png	C:/Files/Work/landing%20page%20templates/iteck/iteck-html.themescamp.com/assets/img/about/about_s5_1_1.png	(from https://iteck-html.themescamp.com/home-saas-technology.html)
09:29:30	123682/123682	---M--	200	added ('OK')	image/png	etag:%22635bd3fb-1e322%22	https://iteck-html.themescamp.com/assets/img/about/about_s5_1_2.png	C:/Files/Work/landing%20page%20templates/iteck/iteck-html.themescamp.com/assets/img/about/about_s5_1_2.png	(from https://iteck-html.themescamp.com/home-saas-technology.html)
09:29:31	130344/130344	---M--	200	added ('OK')	image/png	etag:%22635bd3fb-1fd28%22	https://iteck-html.themescamp.com/assets/img/about/about_s5_1_3.png	C:/Files/Work/landing%20page%20templates/iteck/iteck-html.themescamp.com/assets/img/about/about_s5_1_3.png	(from https://iteck-html.themescamp.com/home-saas-technology.html)
09:29:31	135909/135909	---M--	200	added ('OK')	image/png	etag:%22635bd3fb-212e5%22	https://iteck-html.themescamp.com/assets/img/about/about_s5_1_4.png	C:/Files/Work/landing%20page%20templates/iteck/iteck-html.themescamp.com/assets/img/about/about_s5_1_4.png	(from https://iteck-html.themescamp.com/home-saas-technology.html)
09:29:32	40915/40915	---M--	200	added ('OK')	image/png	etag:%22635bd3fb-9fd3%22	https://iteck-html.themescamp.com/assets/img/about/about_s5_1_5.png	C:/Files/Work/landing%20page%20templates/iteck/iteck-html.themescamp.com/assets/img/about/about_s5_1_5.png	(from https://iteck-html.themescamp.com/home-saas-technology.html)
09:29:32	23055/23055	---M--	200	added ('OK')	image/png	etag:%22635bd3fb-5a0f%22	https://iteck-html.themescamp.com/assets/img/about/about_s5_2_1.png	C:/Files/Work/landing%20page%20templates/iteck/iteck-html.themescamp.com/assets/img/about/about_s5_2_1.png	(from https://iteck-html.themescamp.com/home-saas-technology.html)
09:29:32	73042/73042	---M--	200	added ('OK')	image/png	etag:%22635bd3fb-11d52%22	https://iteck-html.themescamp.com/assets/img/about/about_s5_2_2.png	C:/Files/Work/landing%20page%20templates/iteck/iteck-html.themescamp.com/assets/img/about/about_s5_2_2.png	(from https://iteck-html.themescamp.com/home-saas-technology.html)
09:29:32	8999/8999	---M--	200	added ('OK')	image/png	etag:%22635bd3fb-2327%22	https://iteck-html.themescamp.com/assets/img/about/owners.png	C:/Files/Work/landing%20page%20templates/iteck/iteck-html.themescamp.com/assets/img/about/owners.png	(from https://iteck-html.themescamp.com/home-saas-technology.html)
09:29:33	20733/20733	---M--	200	added ('OK')	image/png	etag:%22635bd3fb-50fd%22	https://iteck-html.themescamp.com/assets/img/about/about_s5_3_1.png	C:/Files/Work/landing%20page%20templates/iteck/iteck-html.themescamp.com/assets/img/about/about_s5_3_1.png	(from https://iteck-html.themescamp.com/home-saas-technology.html)
09:29:34	73478/73478	---M--	200	added ('OK')	image/png	etag:%22635bd3fb-11f06%22	https://iteck-html.themescamp.com/assets/img/about/about_s5_3_2.png	C:/Files/Work/landing%20page%20templates/iteck/iteck-html.themescamp.com/assets/img/about/about_s5_3_2.png	(from https://iteck-html.themescamp.com/home-saas-technology.html)
09:29:34	71850/71850	---M--	200	added ('OK')	image/png	etag:%22635bd3fb-118aa%22	https://iteck-html.themescamp.com/assets/img/about/about_s5_3_3.png	C:/Files/Work/landing%20page%20templates/iteck/iteck-html.themescamp.com/assets/img/about/about_s5_3_3.png	(from https://iteck-html.themescamp.com/home-saas-technology.html)
09:29:34	71407/71407	---M--	200	added ('OK')	image/png	etag:%22635bd3fb-116ef%22	https://iteck-html.themescamp.com/assets/img/about/about_s5_3_4.png	C:/Files/Work/landing%20page%20templates/iteck/iteck-html.themescamp.com/assets/img/about/about_s5_3_4.png	(from https://iteck-html.themescamp.com/home-saas-technology.html)
09:29:34	68167/68167	---M--	200	added ('OK')	image/png	etag:%22635bd3fb-10a47%22	https://iteck-html.themescamp.com/assets/img/about/about_s5_3_5.png	C:/Files/Work/landing%20page%20templates/iteck/iteck-html.themescamp.com/assets/img/about/about_s5_3_5.png	(from https://iteck-html.themescamp.com/home-saas-technology.html)
09:29:35	2253/2253	---M--	200	added ('OK')	image/png	etag:%22635bd3fc-8cd%22	https://iteck-html.themescamp.com/assets/img/logos/17.png	C:/Files/Work/landing%20page%20templates/iteck/iteck-html.themescamp.com/assets/img/logos/17.png	(from https://iteck-html.themescamp.com/home-saas-technology.html)
09:29:35	12294/12294	---M--	200	added ('OK')	image/png	etag:%22635bd3fc-3006%22	https://iteck-html.themescamp.com/assets/img/icons/features/1.png	C:/Files/Work/landing%20page%20templates/iteck/iteck-html.themescamp.com/assets/img/icons/features/1.png	(from https://iteck-html.themescamp.com/home-saas-technology.html)
09:29:35	9160/9160	---M--	200	added ('OK')	image/png	etag:%22635bd3fc-23c8%22	https://iteck-html.themescamp.com/assets/img/icons/features/2.png	C:/Files/Work/landing%20page%20templates/iteck/iteck-html.themescamp.com/assets/img/icons/features/2.png	(from https://iteck-html.themescamp.com/home-saas-technology.html)
09:29:36	14197/14197	---M--	200	added ('OK')	image/png	etag:%22635bd3fc-3775%22	https://iteck-html.themescamp.com/assets/img/icons/features/3.png	C:/Files/Work/landing%20page%20templates/iteck/iteck-html.themescamp.com/assets/img/icons/features/3.png	(from https://iteck-html.themescamp.com/home-saas-technology.html)
09:29:36	8208/8208	---M--	200	added ('OK')	image/png	etag:%22635bd3fc-2010%22	https://iteck-html.themescamp.com/assets/img/icons/features/4.png	C:/Files/Work/landing%20page%20templates/iteck/iteck-html.themescamp.com/assets/img/icons/features/4.png	(from https://iteck-html.themescamp.com/home-saas-technology.html)
09:29:36	11739/11739	---M--	200	added ('OK')	image/png	etag:%22635bd3fc-2ddb%22	https://iteck-html.themescamp.com/assets/img/icons/features/5.png	C:/Files/Work/landing%20page%20templates/iteck/iteck-html.themescamp.com/assets/img/icons/features/5.png	(from https://iteck-html.themescamp.com/home-saas-technology.html)
09:29:37	9629/9629	---M--	200	added ('OK')	image/png	etag:%22635bd3fc-259d%22	https://iteck-html.themescamp.com/assets/img/icons/features/6.png	C:/Files/Work/landing%20page%20templates/iteck/iteck-html.themescamp.com/assets/img/icons/features/6.png	(from https://iteck-html.themescamp.com/home-saas-technology.html)
09:29:37	6737/6737	---M--	200	added ('OK')	image/png	etag:%22635bd3fc-1a51%22	https://iteck-html.themescamp.com/assets/img/icons/features/7.png	C:/Files/Work/landing%20page%20templates/iteck/iteck-html.themescamp.com/assets/img/icons/features/7.png	(from https://iteck-html.themescamp.com/home-saas-technology.html)
09:29:37	8772/8772	---M--	200	added ('OK')	image/png	etag:%22635bd3fc-2244%22	https://iteck-html.themescamp.com/assets/img/icons/features/8.png	C:/Files/Work/landing%20page%20templates/iteck/iteck-html.themescamp.com/assets/img/icons/features/8.png	(from https://iteck-html.themescamp.com/home-saas-technology.html)
09:29:38	43393/43393	---M--	200	added ('OK')	image/png	etag:%22635bd3fc-a981%22	https://iteck-html.themescamp.com/assets/img/icons/price_s5.png	C:/Files/Work/landing%20page%20templates/iteck/iteck-html.themescamp.com/assets/img/icons/price_s5.png	(from https://iteck-html.themescamp.com/home-saas-technology.html)
09:29:38	11235/11235	---M--	200	added ('OK')	image/png	etag:%22635bd3fc-2be3%22	https://iteck-html.themescamp.com/assets/img/logo_foot_home5.png	C:/Files/Work/landing%20page%20templates/iteck/iteck-html.themescamp.com/assets/img/logo_foot_home5.png	(from https://iteck-html.themescamp.com/home-saas-technology.html)
09:29:38	4509/4509	---M--	200	added ('OK')	image/png	etag:%22635bd3fc-119d%22	https://iteck-html.themescamp.com/assets/img/logo_ll.png	C:/Files/Work/landing%20page%20templates/iteck/iteck-html.themescamp.com/assets/img/logo_ll.png	(from https://iteck-html.themescamp.com/home-it-solutions.html)
09:29:39	5827/5827	---M--	200	added ('OK')	image/png	etag:%22635bd3fc-16c3%22	https://iteck-html.themescamp.com/assets/img/icons/serv_icons/7.png	C:/Files/Work/landing%20page%20templates/iteck/iteck-html.themescamp.com/assets/img/icons/serv_icons/7.png	(from https://iteck-html.themescamp.com/home-it-solutions.html)
09:29:39	3615/3615	---M--	200	added ('OK')	image/png	etag:%22635bd3fc-e1f%22	https://iteck-html.themescamp.com/assets/img/icons/serv_icons/8.png	C:/Files/Work/landing%20page%20templates/iteck/iteck-html.themescamp.com/assets/img/icons/serv_icons/8.png	(from https://iteck-html.themescamp.com/home-it-solutions.html)
09:29:40	5164/5164	---M--	200	added ('OK')	image/png	etag:%22635bd3fc-142c%22	https://iteck-html.themescamp.com/assets/img/icons/serv_icons/9.png	C:/Files/Work/landing%20page%20templates/iteck/iteck-html.themescamp.com/assets/img/icons/serv_icons/9.png	(from https://iteck-html.themescamp.com/home-it-solutions.html)
09:29:41	905772/905772	---M--	200	added ('OK')	image/png	etag:%22635bd3fb-dd22c%22	https://iteck-html.themescamp.com/assets/img/header/header_2.png	C:/Files/Work/landing%20page%20templates/iteck/iteck-html.themescamp.com/assets/img/header/header_2.png	(from https://iteck-html.themescamp.com/home-it-solutions.html)
09:29:41	68869/68869	---M--	200	added ('OK')	image/png	etag:%22635bd3fc-10d05%22	https://iteck-html.themescamp.com/assets/img/projects/1.png	C:/Files/Work/landing%20page%20templates/iteck/iteck-html.themescamp.com/assets/img/projects/1.png	(from https://iteck-html.themescamp.com/home-it-solutions.html)
09:29:41	167756/167756	---M--	200	added ('OK')	image/png	etag:%22635bd3fb-28f4c%22	https://iteck-html.themescamp.com/assets/img/choose_us/circles.png	C:/Files/Work/landing%20page%20templates/iteck/iteck-html.themescamp.com/assets/img/choose_us/circles.png	(from https://iteck-html.themescamp.com/home-it-solutions.html)
09:29:41	1321/1321	---M--	200	added ('OK')	image/png	etag:%22635bd3fc-529%22	https://iteck-html.themescamp.com/assets/img/icons/ch1.png	C:/Files/Work/landing%20page%20templates/iteck/iteck-html.themescamp.com/assets/img/icons/ch1.png	(from https://iteck-html.themescamp.com/home-it-solutions.html)
09:29:42	1423/1423	---M--	200	added ('OK')	image/png	etag:%22635bd3fc-58f%22	https://iteck-html.themescamp.com/assets/img/icons/ch2.png	C:/Files/Work/landing%20page%20templates/iteck/iteck-html.themescamp.com/assets/img/icons/ch2.png	(from https://iteck-html.themescamp.com/home-it-solutions.html)
09:29:42	807/807	---M--	200	added ('OK')	image/png	etag:%22635bd3fc-327%22	https://iteck-html.themescamp.com/assets/img/icons/ch3.png	C:/Files/Work/landing%20page%20templates/iteck/iteck-html.themescamp.com/assets/img/icons/ch3.png	(from https://iteck-html.themescamp.com/home-it-solutions.html)
09:29:42	31425/31425	---M--	200	added ('OK')	image/png	etag:%22635bd3fc-7ac1%22	https://iteck-html.themescamp.com/assets/img/review/rev_l.png	C:/Files/Work/landing%20page%20templates/iteck/iteck-html.themescamp.com/assets/img/review/rev_l.png	(from https://iteck-html.themescamp.com/home-it-solutions.html)
09:29:43	40530/40530	---M--	200	added ('OK')	image/png	etag:%22635bd3fc-9e52%22	https://iteck-html.themescamp.com/assets/img/review/rev_r.png	C:/Files/Work/landing%20page%20templates/iteck/iteck-html.themescamp.com/assets/img/review/rev_r.png	(from https://iteck-html.themescamp.com/home-it-solutions.html)
09:29:43	3258/3258	---M--	200	added ('OK')	image/png	etag:%22635bd3fc-cba%22	https://iteck-html.themescamp.com/assets/img/icons/pr1.png	C:/Files/Work/landing%20page%20templates/iteck/iteck-html.themescamp.com/assets/img/icons/pr1.png	(from https://iteck-html.themescamp.com/home-it-solutions.html)
09:29:43	4587/4587	---M--	200	added ('OK')	image/png	etag:%22635bd3fc-11eb%22	https://iteck-html.themescamp.com/assets/img/icons/pr2.png	C:/Files/Work/landing%20page%20templates/iteck/iteck-html.themescamp.com/assets/img/icons/pr2.png	(from https://iteck-html.themescamp.com/home-it-solutions.html)
09:29:44	4443/4443	---M--	200	added ('OK')	image/png	etag:%22635bd3fc-115b%22	https://iteck-html.themescamp.com/assets/img/icons/pr3.png	C:/Files/Work/landing%20page%20templates/iteck/iteck-html.themescamp.com/assets/img/icons/pr3.png	(from https://iteck-html.themescamp.com/home-it-solutions.html)
09:29:44	19213/19213	---M--	200	added ('OK')	image/png	etag:%22635bd3fc-4b0d%22	https://iteck-html.themescamp.com/assets/img/pricing/shap_l.png	C:/Files/Work/landing%20page%20templates/iteck/iteck-html.themescamp.com/assets/img/pricing/shap_l.png	(from https://iteck-html.themescamp.com/home-it-solutions.html)
09:29:45	35385/35385	---M--	200	added ('OK')	image/png	etag:%22635bd3fc-8a39%22	https://iteck-html.themescamp.com/assets/img/pricing/shap_r.png	C:/Files/Work/landing%20page%20templates/iteck/iteck-html.themescamp.com/assets/img/pricing/shap_r.png	(from https://iteck-html.themescamp.com/home-it-solutions.html)
09:29:45	81315/81315	---M--	200	added ('OK')	image/png	etag:%22635bd3fb-13da3%22	https://iteck-html.themescamp.com/assets/img/blog/5.png	C:/Files/Work/landing%20page%20templates/iteck/iteck-html.themescamp.com/assets/img/blog/5.png	(from https://iteck-html.themescamp.com/home-it-solutions.html)
09:29:46	155329/155329	---M--	200	added ('OK')	image/png	etag:%22635bd3fb-25ec1%22	https://iteck-html.themescamp.com/assets/img/blog/6.png	C:/Files/Work/landing%20page%20templates/iteck/iteck-html.themescamp.com/assets/img/blog/6.png	(from https://iteck-html.themescamp.com/home-it-solutions.html)
09:29:47	29354/29354	---M--	200	added ('OK')	image/png	etag:%22635bd3fb-72aa%22	https://iteck-html.themescamp.com/assets/img/blog/7.png	C:/Files/Work/landing%20page%20templates/iteck/iteck-html.themescamp.com/assets/img/blog/7.png	(from https://iteck-html.themescamp.com/home-it-solutions.html)
09:29:47	36026/36026	---M--	200	added ('OK')	image/png	etag:%22635bd3fb-8cba%22	https://iteck-html.themescamp.com/assets/img/blog/8.png	C:/Files/Work/landing%20page%20templates/iteck/iteck-html.themescamp.com/assets/img/blog/8.png	(from https://iteck-html.themescamp.com/home-it-solutions.html)
09:29:48	14522/14522	---M--	200	added ('OK')	image/png	etag:%22635bd3fc-38ba%22	https://iteck-html.themescamp.com/assets/img/shop/products/1.png	C:/Files/Work/landing%20page%20templates/iteck/iteck-html.themescamp.com/assets/img/shop/products/1.png	(from https://iteck-html.themescamp.com/page-shop-5.html)
09:29:48	18532/18532	---M--	200	added ('OK')	image/png	etag:%22635bd3fc-4864%22	https://iteck-html.themescamp.com/assets/img/shop/products/2.png	C:/Files/Work/landing%20page%20templates/iteck/iteck-html.themescamp.com/assets/img/shop/products/2.png	(from https://iteck-html.themescamp.com/page-shop-5.html)
09:29:49	290245/290245	---M--	200	added ('OK')	image/png	etag:%22635bd3fb-46dc5%22	https://iteck-html.themescamp.com/assets/img/global2.png	C:/Files/Work/landing%20page%20templates/iteck/iteck-html.themescamp.com/assets/img/global2.png	(from https://iteck-html.themescamp.com/home-it-solutions.html)
09:29:49	14595/14595	---M--	200	added ('OK')	image/png	etag:%22635bd3fc-3903%22	https://iteck-html.themescamp.com/assets/img/shop/products/3.png	C:/Files/Work/landing%20page%20templates/iteck/iteck-html.themescamp.com/assets/img/shop/products/3.png	(from https://iteck-html.themescamp.com/page-shop-5.html)
09:29:49	17752/17752	---M--	200	added ('OK')	image/png	etag:%22635bd3fc-4558%22	https://iteck-html.themescamp.com/assets/img/shop/products/4.png	C:/Files/Work/landing%20page%20templates/iteck/iteck-html.themescamp.com/assets/img/shop/products/4.png	(from https://iteck-html.themescamp.com/page-shop-5.html)
09:29:50	18163/18163	---M--	200	added ('OK')	image/png	etag:%22635bd3fc-46f3%22	https://iteck-html.themescamp.com/assets/img/shop/products/5.png	C:/Files/Work/landing%20page%20templates/iteck/iteck-html.themescamp.com/assets/img/shop/products/5.png	(from https://iteck-html.themescamp.com/page-shop-5.html)
09:29:50	13175/13175	---M--	200	added ('OK')	image/png	etag:%22635bd3fc-3377%22	https://iteck-html.themescamp.com/assets/img/shop/products/6.png	C:/Files/Work/landing%20page%20templates/iteck/iteck-html.themescamp.com/assets/img/shop/products/6.png	(from https://iteck-html.themescamp.com/page-shop-5.html)
09:29:51	6950/6950	---M--	200	added ('OK')	image/png	etag:%22635bd3fc-1b26%22	https://iteck-html.themescamp.com/assets/img/shop/products/7.png	C:/Files/Work/landing%20page%20templates/iteck/iteck-html.themescamp.com/assets/img/shop/products/7.png	(from https://iteck-html.themescamp.com/page-shop-5.html)
09:29:51	13735/13735	---M--	200	added ('OK')	image/png	etag:%22635bd3fc-35a7%22	https://iteck-html.themescamp.com/assets/img/shop/products/8.png	C:/Files/Work/landing%20page%20templates/iteck/iteck-html.themescamp.com/assets/img/shop/products/8.png	(from https://iteck-html.themescamp.com/page-shop-5.html)
09:29:51	14790/14790	---M--	200	added ('OK')	image/png	etag:%22635bd3fc-39c6%22	https://iteck-html.themescamp.com/assets/img/shop/products/9.png	C:/Files/Work/landing%20page%20templates/iteck/iteck-html.themescamp.com/assets/img/shop/products/9.png	(from https://iteck-html.themescamp.com/page-shop-5.html)
09:29:52	12442/12442	---M--	200	added ('OK')	image/png	etag:%22635bd3fc-309a%22	https://iteck-html.themescamp.com/assets/img/shop/products/10.png	C:/Files/Work/landing%20page%20templates/iteck/iteck-html.themescamp.com/assets/img/shop/products/10.png	(from https://iteck-html.themescamp.com/page-shop-5.html)
09:29:52	20736/20736	---M--	200	added ('OK')	image/png	etag:%22635bd3fc-5100%22	https://iteck-html.themescamp.com/assets/img/shop/products/11.png	C:/Files/Work/landing%20page%20templates/iteck/iteck-html.themescamp.com/assets/img/shop/products/11.png	(from https://iteck-html.themescamp.com/page-shop-5.html)
09:29:52	27710/27710	---M--	200	added ('OK')	image/png	etag:%22635bd3fc-6c3e%22	https://iteck-html.themescamp.com/assets/img/shop/products/12.png	C:/Files/Work/landing%20page%20templates/iteck/iteck-html.themescamp.com/assets/img/shop/products/12.png	(from https://iteck-html.themescamp.com/page-shop-5.html)
09:29:53	1291/1291	---MCZ	200	added ('OK')	application/javascript	etag:W/%22635bd3fc-50b%22	https://iteck-html.themescamp.com/assets/js/lib/slider-mob-touch.js	C:/Files/Work/landing%20page%20templates/iteck/iteck-html.themescamp.com/assets/js/lib/slider-mob-touch.js	(from https://iteck-html.themescamp.com/page-shop-5.html)
09:29:54	155950/155950	---MCZ	200	added ('OK')	text/css	etag:W/%22635bd3fb-2612e%22	https://iteck-html.themescamp.com/assets/css/lib/bootstrap.rtl.min.css	C:/Files/Work/landing%20page%20templates/iteck/iteck-html.themescamp.com/assets/css/lib/bootstrap.rtl.min.css	(from https://iteck-html.themescamp.com/rtl-home-marketing-startup.html)
09:29:54	6682/6682	---MCZ	200	added ('OK')	text/css	etag:W/%226398fd05-1a1a%22	https://iteck-html.themescamp.com/assets/css/rtl_style.css	C:/Files/Work/landing%20page%20templates/iteck/iteck-html.themescamp.com/assets/css/rtl_style.css	(from https://iteck-html.themescamp.com/rtl-home-marketing-startup.html)
09:29:54	37964/37964	---MCZ	200	added ('OK')	text/html	etag:W/%2264e7ada7-944c%22	https://iteck-html.themescamp.com/rtl-page-single-project.html	C:/Files/Work/landing%20page%20templates/iteck/iteck-html.themescamp.com/rtl-page-single-project.html	(from https://iteck-html.themescamp.com/rtl-home-marketing-startup.html)
09:29:55	54940/54940	---M--	200	added ('OK')	image/png	etag:%22635bd3fb-d69c%22	https://iteck-html.themescamp.com/assets/img/header/header_3.png	C:/Files/Work/landing%20page%20templates/iteck/iteck-html.themescamp.com/assets/img/header/header_3.png	(from https://iteck-html.themescamp.com/rtl-home-software-company.html)
09:29:56	50684/50684	---M--	200	added ('OK')	image/png	etag:%22635bd3fb-c5fc%22	https://iteck-html.themescamp.com/assets/img/header/header_3_c.png	C:/Files/Work/landing%20page%20templates/iteck/iteck-html.themescamp.com/assets/img/header/header_3_c.png	(from https://iteck-html.themescamp.com/rtl-home-software-company.html)
09:29:56	1265/1265	---M--	200	added ('OK')	image/png	etag:%22635bd3fb-4f1%22	https://iteck-html.themescamp.com/assets/img/header/logo_sh_l.png	C:/Files/Work/landing%20page%20templates/iteck/iteck-html.themescamp.com/assets/img/header/logo_sh_l.png	(from https://iteck-html.themescamp.com/rtl-home-software-company.html)
09:29:56	904/904	---M--	200	added ('OK')	image/png	etag:%22635bd3fc-388%22	https://iteck-html.themescamp.com/assets/img/testimonials/testi3_lines.png	C:/Files/Work/landing%20page%20templates/iteck/iteck-html.themescamp.com/assets/img/testimonials/testi3_lines.png	(from https://iteck-html.themescamp.com/rtl-home-software-company.html)
09:29:57	6515/6515	---M--	200	added ('OK')	image/png	etag:%22635bd3fc-1973%22	https://iteck-html.themescamp.com/assets/img/icons/serv_icons/10.png	C:/Files/Work/landing%20page%20templates/iteck/iteck-html.themescamp.com/assets/img/icons/serv_icons/10.png	(from https://iteck-html.themescamp.com/rtl-home-software-company.html)
09:29:57	8514/8514	---M--	200	added ('OK')	image/png	etag:%22635bd3fc-2142%22	https://iteck-html.themescamp.com/assets/img/icons/serv_icons/11.png	C:/Files/Work/landing%20page%20templates/iteck/iteck-html.themescamp.com/assets/img/icons/serv_icons/11.png	(from https://iteck-html.themescamp.com/rtl-home-software-company.html)
09:29:57	6159/6159	---M--	200	added ('OK')	image/png	etag:%22635bd3fc-180f%22	https://iteck-html.themescamp.com/assets/img/icons/serv_icons/12.png	C:/Files/Work/landing%20page%20templates/iteck/iteck-html.themescamp.com/assets/img/icons/serv_icons/12.png	(from https://iteck-html.themescamp.com/rtl-home-software-company.html)
09:29:58	8385/8385	---M--	200	added ('OK')	image/png	etag:%22635bd3fc-20c1%22	https://iteck-html.themescamp.com/assets/img/icons/serv_icons/13.png	C:/Files/Work/landing%20page%20templates/iteck/iteck-html.themescamp.com/assets/img/icons/serv_icons/13.png	(from https://iteck-html.themescamp.com/rtl-home-software-company.html)
09:29:58	20333/20333	---M--	200	added ('OK')	image/png	etag:%22635bd3fb-4f6d%22	https://iteck-html.themescamp.com/assets/img/about/style_3_1.png	C:/Files/Work/landing%20page%20templates/iteck/iteck-html.themescamp.com/assets/img/about/style_3_1.png	(from https://iteck-html.themescamp.com/rtl-home-software-company.html)
09:29:59	87795/87795	---M--	200	added ('OK')	image/png	etag:%22635bd3fb-156f3%22	https://iteck-html.themescamp.com/assets/img/about/style_3_2.png	C:/Files/Work/landing%20page%20templates/iteck/iteck-html.themescamp.com/assets/img/about/style_3_2.png	(from https://iteck-html.themescamp.com/rtl-home-software-company.html)
09:29:59	2147/2147	---M--	200	added ('OK')	image/png	etag:%22635bd3fc-863%22	https://iteck-html.themescamp.com/assets/img/logo_b2.png	C:/Files/Work/landing%20page%20templates/iteck/iteck-html.themescamp.com/assets/img/logo_b2.png	(from https://iteck-html.themescamp.com/rtl-home-software-company.html)
09:30:00	343020/343020	---M--	200	added ('OK')	image/png	etag:%22635bd3fc-53bec%22	https://iteck-html.themescamp.com/assets/img/projects/3.png	C:/Files/Work/landing%20page%20templates/iteck/iteck-html.themescamp.com/assets/img/projects/3.png	(from https://iteck-html.themescamp.com/rtl-home-software-company.html)
09:30:01	371693/371693	---M--	200	added ('OK')	image/png	etag:%22635bd3fb-5abed%22	https://iteck-html.themescamp.com/assets/img/about/cl2.png	C:/Files/Work/landing%20page%20templates/iteck/iteck-html.themescamp.com/assets/img/about/cl2.png	(from https://iteck-html.themescamp.com/page-about-app.html)
09:30:01	413590/413590	---M--	200	added ('OK')	image/png	etag:%22635bd3fb-64f96%22	https://iteck-html.themescamp.com/assets/img/about/cl1.png	C:/Files/Work/landing%20page%20templates/iteck/iteck-html.themescamp.com/assets/img/about/cl1.png	(from https://iteck-html.themescamp.com/page-about-app.html)
09:30:03	5843/5843	---M--	200	added ('OK')	image/png	etag:%22635bd3fc-16d3%22	https://iteck-html.themescamp.com/assets/img/icons/mail3d.png	C:/Files/Work/landing%20page%20templates/iteck/iteck-html.themescamp.com/assets/img/icons/mail3d.png	(from https://iteck-html.themescamp.com/page-contact-app.html)
09:30:03	6737/6737	---M--	200	added ('OK')	image/png	etag:%22635bd3fc-1a51%22	https://iteck-html.themescamp.com/assets/img/icons/map3d.png	C:/Files/Work/landing%20page%20templates/iteck/iteck-html.themescamp.com/assets/img/icons/map3d.png	(from https://iteck-html.themescamp.com/page-contact-app.html)
09:30:03	395612/395612	---M--	200	added ('OK')	image/png	etag:%22635bd3fb-6095c%22	https://iteck-html.themescamp.com/assets/img/about/cl3.png	C:/Files/Work/landing%20page%20templates/iteck/iteck-html.themescamp.com/assets/img/about/cl3.png	(from https://iteck-html.themescamp.com/page-about-app.html)
09:30:03	8208/8208	---M--	200	added ('OK')	image/png	etag:%22635bd3fc-2010%22	https://iteck-html.themescamp.com/assets/img/icons/msg3d.png	C:/Files/Work/landing%20page%20templates/iteck/iteck-html.themescamp.com/assets/img/icons/msg3d.png	(from https://iteck-html.themescamp.com/page-contact-app.html)
09:30:04	215166/215166	---M--	200	added ('OK')	image/png	etag:%22635bd3fc-3487e%22	https://iteck-html.themescamp.com/assets/img/shop/products/pr2.png	C:/Files/Work/landing%20page%20templates/iteck/iteck-html.themescamp.com/assets/img/shop/products/pr2.png	(from https://iteck-html.themescamp.com/page-product-app.html)
09:30:04	219933/219933	---M--	200	added ('OK')	image/png	etag:%22635bd3fc-35b1d%22	https://iteck-html.themescamp.com/assets/img/shop/products/pr1.png	C:/Files/Work/landing%20page%20templates/iteck/iteck-html.themescamp.com/assets/img/shop/products/pr1.png	(from https://iteck-html.themescamp.com/page-product-app.html)
